,1,10,11,13,14,15,166,17,171,173,174,175,179,18,180,183,185,186,188,19,2,21,22,27,28,3,anna,aufspiel,aut,auÃŸenangriff,carmen,chrtianska,cm,dana,diagonal,ehrhart,eva,fitz,gaertner,hinteregger,holzinger,huber,jana,janka,julia,kora,lelia,leonie,libero,lina,marina,mittelblock,monika,nesimovic,nicole,nina,oberhauser,raab,schaberl,schmit,stabentheiner,tamina,trunner,ursula,verena
0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20117973905426254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20117973905426254,-0.008067315142196397,0.0,0.0,0.0,-0.008067315142196397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.2878432886488949,0.0,-0.00921978873393874,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0
3,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0
4,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22991970177630003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.18882226285461706,0.0,0.2878432886488949,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.18882226285461706,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20117973905426254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008067315142196397,0.16521947999778994,0.0,0.0,-0.008067315142196397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2518628775677831,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.22991970177630003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22991970177630003,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15694461266687282,0.0,0.2878432886488949,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15694461266687282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15694461266687282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,0.0,0.15694461266687282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882226285461706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0,0.0,0.0,-0.00921978873393874,0.0,0.0,0.0,-0.00921978873393874,0.0,0.18882226285461706,0.2878432886488949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2878432886488949,0.0
